nome;categoria;pasto_consigliato;kcal;proteine;lipidi;carboidrati;energia_kj;colesterolo;amido;zuccheri_solubili;alcol;fibra_totale;fibra_solubile;fibra_insolubile;saccarosio;glucosio;fruttosio;lattosio;galattosio;maltosio;maltotriosio;raffinosio;fluoro;sodio;magnesio;fosforo;cloro;potassio;calcio;cromo;manganese;ferro;nichel;rame;zinco;selenio;iodio;carotenoidi_totali;alfa_carotene;beta_carotene;criptoxantina;licopene;luteina;retinolo;zeaxantina;vitamina_a_equivalenti_retinolo;tiamina;riboflavina;niacina;acido_pantotenico;vitamina_b6;biotina;folati;vitamina_b12;vitamina_c;vitamina_d;vitamina_e;alfa_tocoferolo;beta_tocoferolo;gamma_tocoferolo;delta_tocoferolo;vitamina_k;acidi_grassi_saturi;rapporto_polinsaturi_saturi;alanina;cistina;acido_aspartico;acido_glutammico;fenilalanina;glicina;istidina;isoleucina;lisina;leucina;metionina;prolina;arginina;serina;treonina;valina;triptofano;tirosina;indice_chimico;aminoacido_limitante;acido_caffeico;acido_citrico;acido_fitico;acido_malico;apigenina;attivita_antiossidante;kaempferolo;fitosteroli;frutto-oligosaccaridi;miricetina;polifenoli;quercetina;violaxantina
Mortadella di bovini e suini;Carni trasformate e conservate;cena,pranzo;388;13.3;37.0;0.5;1624;0.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;180;0;0.0;40.0;0;0;2.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;10.0;15.0;310.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pancetta magretta;Carni trasformate e conservate;cena,pranzo;314;21.7;25.3;0.0;1316;65.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1686;21;0;0;322.0;10.0;0;0;0.9;0;11.0;23.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.3;638.0;112.0;967.0;1458.0;414.0;540.0;395.0;521.0;898.0;843.0;248.0;417.0;606.0;394.0;442.0;581.0;94.0;354.0;143;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Pancetta tesa;Carni trasformate e conservate;cena,pranzo;337;20.9;28.1;0.0;1408;80.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1016;11;0;0;149.0;10.0;0;0;0.4;0;0.0;1.0;0;0;0;0;0.0;0;0;0;0.0;0;0;16.0;13.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.5;700.0;120.0;965.0;1578.0;388.0;587.0;328.0;515.0;828.0;820.0;253.0;443.0;631.0;419.0;433.0;561.0;94.0;320.0;139;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Pancetta arrotolata;Carni trasformate e conservate;cena,pranzo;530;15.1;52.2;;2219;68.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1200;12;118;0;369.0;3.0;0;1;0.4;0;5.0;13.0;11;0;0;0;0.0;0;0;0;0.0;0;tr;36.0;6.0;285.0;0;6;0.0;0.0;51;0;0;0.23;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, di Modena DOP;Carni trasformate e conservate;cena,pranzo;309;25.6;22.9;0.1;1292;62.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2040;24;206;0;612.0;10.0;0;1;1.1;0;6.0;27.0;17;0;0;0;0.0;0;0;0;0.0;0;tr;59.0;20.0;557.0;0;1;0.0;0.0;33;0;0;0.11;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, di Modena DOP, sgrassato;Carni trasformate e conservate;cena,pranzo;201;30.2;8.9;0.1;842;75.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2400;28;244;0;723.0;12.0;0;2;1.2;0;7.0;32.0;20;0;0;0;0.0;0;0;0;0.0;0;tr;70.0;24.0;658.0;0;118;0.0;0.0;39;0;0;0.16;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo di montagna;Carni trasformate e conservate;cena,pranzo;303;26.2;22;0.0;1267;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo DOP, di Parma;Carni trasformate e conservate;cena,pranzo;269;25.9;18.3;0.3;1127;81.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1760;20;180;0;538.0;11.0;0;1;0.9;0;3.0;23.0;11;0;0;0;0.0;0;0;0;0.0;0;tr;9.0;22.0;590.0;0;113;0.0;7.0;67;0;0;0.22;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, di Parma DOP, sgrassato;Carni trasformate e conservate;cena,pranzo;176;29.1;6.4;0.4;734;89.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2040;23;207;0;618.0;13.0;0;1;1;0;3.0;26.0;13;0;0;0;0.0;0;0;0;0.0;0;tr;103.0;25.0;677.0;0;13;0.0;0.0;77;0;0;0.22;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, di Pietraroja;Carni trasformate e conservate;cena,pranzo;358;26.2;28.1;0.0;1497;146.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;1.4;0;0.0;147.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, di San Daniele DOP;Carni trasformate e conservate;cena,pranzo;271;25.7;18.6;0.2;1134;83.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1800;20;184;0;581.0;9.0;0;1;0.9;0;4.0;24.0;14;0;0;0;0.0;0;0;0;0.0;0;tr;68.0;20.0;513.0;0;104;0.0;0.0;47;0;0;0.13;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, di San Daniele DOP, sgrassato;Carni trasformate e conservate;cena,pranzo;176;29.0;6.5;0.4;736;91.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2040;23;211;0;667.0;10.0;0;1;1.1;0;5.0;27.0;16;0;0;0;0.0;0;0;0;0.0;0;tr;78.0;23.0;589.0;0;119;0.0;0.0;54;0;0;0.15;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, disossato;Carni trasformate e conservate;cena,pranzo;224;26.9;12.9;0.0;936;66.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2238;26;177;0;454.0;15.0;0;0;1.2;0;16.0;25.0;5.6;0;0;0;0.0;0;0;0;0.0;0;tr;60.0;20.0;500.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, disossato, sgrassato;Carni trasformate e conservate;cena,pranzo;159;29.3;4.6;0.0;664;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2440;0;190;0;495.0;16.0;0;0;1.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;58.0;20.0;650.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, gambuccio;Carni trasformate e conservate;cena,pranzo;306;26.2;22.4;0.0;1282;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, Nazionale;Carni trasformate e conservate;cena,pranzo;235;27.8;13.7;0.1;983;75.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2400;22;196;0;621.0;10.0;0;1;0.8;0;5.0;21.0;15;0;0;0;0.0;0;0;0;0.0;0;tr;58.0;19.0;545.0;0;1;0.0;0.0;38;0;0;0.24;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosciutto crudo, Nazionale, sgrassato;Carni trasformate e conservate;cena,pranzo;169;30.5;5.1;0.3;707;87.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2760;24;216;0;683.0;11.0;0;1;0.9;0;5.0;23.0;16;0;0;0;0.0;0;0;0;0.0;0;tr;64.0;21.0;599.0;0;11;0.0;0.0;42;0;0;0.21;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Salame Brianza;Carni trasformate e conservate;cena,pranzo;384;26.5;30.5;0.1;1608;84.0;0;1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1827;26;229;0;473.0;12.0;0;0;1.3;0;25.0;358.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;19.0;16.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.5;616.0;126.0;946.0;1410.0;429.0;452.0;407.0;482.0;880.0;822.0;290.0;465.0;679.0;446.0;494.0;528.0;99.0;360.0;135;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Salami italiani alla cacciatora DOP;Carni trasformate e conservate;cena,pranzo;411;28.4;32.7;0.7;1718;94.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1680;21;204;0;694.0;8.0;0;1;1;0;;25.0;14;0;0;0;0.0;0;0;0;0.0;0;tr;50.0;14.0;773.0;0;87;0.0;0.0;52;0;0;0.09;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Salame Fabriano;Carni trasformate e conservate;cena,pranzo;420;26.5;34.3;1.5;1759;88.0;0;1.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1683;33;0;0;455.0;46.0;0;0;1.5;0;14.0;38.0;3.1;0;0;0;0.0;0;0;0;0.0;0;tr;15.0;10.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.4;656.0;108.0;972.0;1576.0;398.0;535.0;340.0;509.0;887.0;840.0;258.0;454.0;610.0;415.0;423.0;571.0;110.0;337.0;142;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Salame Felino;Carni trasformate e conservate;cena,pranzo;375;30.5;27.9;0.5;1569;95.0;0;0.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1697;31;0;0;486.0;14.0;0;0;1.9;0;21.0;43.0;3.1;0;0;0;0.0;0;0;0;0.0;0;tr;34.0;26.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.5;643.0;104.0;1007.0;1622.0;397.0;571.0;303.0;522.0;860.0;866.0;274.0;433.0;628.0;402.0;413.0;551.0;99.0;338.0;141;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Salame Milano;Carni trasformate e conservate;cena,pranzo;385;25.4;31.0;1.1;1610;104.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1560;21;204;0;657.0;19.0;0;2;1.2;0;13.0;3.0;16;0;0;0;0.0;0;0;0;0.0;0;tr;53.0;17.0;497.0;0;16;0.0;10.0;56;0;0;0.08;0;0;0;0;0;0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Salame Napoli;Carni trasformate e conservate;cena,pranzo;378;27.4;29.7;0.2;1580;91.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1640;22;208;0;667.0;12.0;0;4;0.9;0;11.0;25.0;17;0;0;0;0.0;0;0;0;0.0;0;tr;51.0;14.0;522.0;0;14;0.0;8.0;44;0;0;0.11;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Salame nostrano;Carni trasformate e conservate;cena,pranzo;370;27.3;28.5;1.1;1547;94.0;0;1.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1633;34;0;0;490.0;42.0;0;0;1.7;0;27.0;41.0;3.1;0;0;0;0.0;0;0;0;0.0;0;tr;18.0;26.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.4;630.0;112.0;1000.0;1560.0;364.0;497.0;307.0;472.0;834.0;891.0;264.0;409.0;569.0;424.0;410.0;521.0;100.0;320.0;134;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Salame ungherese;Carni trasformate e conservate;cena,pranzo;420;23.6;35.7;1.1;1757;92.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1600;17;186;0;637.0;26.0;0;2;1.1;0;12.0;27.0;16;0;0;0;0.0;0;0;0;0.0;0;tr;46.0;17.0;380.0;0;13;0.0;0.0;52;0;0;0.09;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Salsiccia di fegato;Carni trasformate e conservate;cena,pranzo;424;12.4;41.2;0.9;1773;184.0;0;0.9;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;810;0;154;0;143.0;41.0;0;0;5.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;102;24.0;92.0;360.0;0;0;0.0;0.0;0;2;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Salsiccia di suino, fresca;Carni trasformate e conservate;cena,pranzo;304;15.4;26.7;0.6;1273;0.0;0;0.6;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1100;0;173;0;200.0;20.0;0;0;2.8;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;34.0;3.0;400.0;0;0;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;647.0;124.0;862.0;1529.0;399.0;616.0;367.0;479.0;821.0;803.0;255.0;569.0;668.0;417.0;424.0;527.0;86.0;338.0;135;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Salsiccia di suino, fresca, cotta, in padella;Carni trasformate e conservate;cena,pranzo;324;22.2;26.1;0.0;1354;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1273;0;220;0;231.0;53.0;0;0;4;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;50.0;10.0;510.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;630.0;124.0;956.0;1520.0;398.0;624.0;347.0;471.0;817.0;791.0;255.0;505.0;685.0;436.0;431.0;503.0;87.0;314.0;129;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Salsiccia di suino, secca;Carni trasformate e conservate;cena,pranzo;514;22.0;47.3;0.0;2149;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;266;0;0.0;31.0;0;0;4.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;tr;31.0;20.0;460.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Salsiccia di Calabria;Carni trasformate e conservate;cena,pranzo;3660;33.6;25.2;1.3;15320;0.0;0;1.3;0;0.0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Soppressata di Calabria;Carni trasformate e conservate;cena,pranzo;377;34.2;26.3;0.9;1577;0.0;0;0.9;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;9.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Speck dell'Alto Adige IGP;Carni trasformate e conservate;cena,pranzo;299;30.7;19.1;1.2;1252;91.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1640;27;272;0;658.0;8.0;0;4;1.4;0;7.0;25.0;15;0;0;0;0.0;0;0;0;0.0;0;tr;41.0;16.0;410.0;0;47;0.0;0.0;33;0;0;0.11;0;0;0;0;0;0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Wurstel di puro suino, crudo;Carni trasformate e conservate;cena,pranzo;250;13.2;21.1;1.9;1045;81.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;880;10;107;0;260.0;21.0;0;1;1;0;6.0;12.0;7;0;0;0;0.0;0;0;0;0.0;0;tr;21.0;8.0;161.0;0;5;0.0;0.0;0;0;0;0.17;0;0;0;0;0;0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Carne bovina in gelatina, in scatola;Carni trasformate e conservate;cena,pranzo;67;12.6;1.8;0.0;279;29.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;656;8;100;0;74.0;8.0;0;0;1.2;0;15.0;298.0;0;0;0;0;0.0;0;0;0;0.0;0;0;15.0;18.0;470.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.4;575.0;118.0;933.0;1554.0;446.0;511.0;309.0;468.0;851.0;819.0;284.0;455.0;651.0;437.0;447.0;540.0;100.0;370.0;138;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Carne bovina pressata, in scatola;Carni trasformate e conservate;cena,pranzo;141;16.5;8.3;0.0;589;45.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;697;12;0;0;184.0;4.0;0;0;1.8;0;2.0;364.0;0;0;0;0;0.0;0;0;0;0.0;0;0;14.0;29.0;484.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.2;599.0;109.0;937.0;1479.0;420.0;657.0;344.0;445.0;789.0;793.0;272.0;545.0;671.0;436.0;444.0;545.0;101.0;348.0;134;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Patè di coniglio;Carni trasformate e conservate;cena,pranzo;346;13.0;32.2;1.1;1447;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;130;0;0.0;14.0;0;0;4.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Patè di fegato;Carni trasformate e conservate;cena,pranzo;341;12.7;31.7;1.3;1427;169.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;790;0;123;0;160.0;19.0;0;0;4.1;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Patè di pollo;Carni trasformate e conservate;cena,pranzo;289;11.1;26.2;2.3;1208;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;125;0;0.0;14.0;0;0;4.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Patè di prosciutto;Carni trasformate e conservate;cena,pranzo;358;11.3;34.3;1.1;1498;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;113;0;0.0;13.0;0;0;3.8;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Animelle di bovini;Frattaglie;cena,pranzo;304;11.5;28.6;0.1;1271;250.0;0;0.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Animelle di bovini, cotte;Frattaglie;cena,pranzo;434;16.4;40.9;0.2;1818;357.0;0;0.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cervello di bovini;Frattaglie;cena,pranzo;157;10.0;12.7;0.8;658;2000.0;0;0.8;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;140;0;330;0;270.0;16.0;0;0;3.6;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;25.0;28.0;600.0;0;0;0.0;0.0;0;18;0;0;0;0;0;0;0;0;0;623.0;169.0;1032.0;1377.0;511.0;482.0;270.0;497.0;771.0;858.0;232.0;610.0;579.0;505.0;499.0;558.0;134.0;421.0;143;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Coratella di agnello;Frattaglie;cena,pranzo;109;15.7;4.7;0.1;455;0.0;0;1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
