nome;categoria;pasto_consigliato;kcal;proteine;lipidi;carboidrati;energia_kj;colesterolo;amido;zuccheri_solubili;alcol;fibra_totale;fibra_solubile;fibra_insolubile;saccarosio;glucosio;fruttosio;lattosio;galattosio;maltosio;maltotriosio;raffinosio;fluoro;sodio;magnesio;fosforo;cloro;potassio;calcio;cromo;manganese;ferro;nichel;rame;zinco;selenio;iodio;carotenoidi_totali;alfa_carotene;beta_carotene;criptoxantina;licopene;luteina;retinolo;zeaxantina;vitamina_a_equivalenti_retinolo;tiamina;riboflavina;niacina;acido_pantotenico;vitamina_b6;biotina;folati;vitamina_b12;vitamina_c;vitamina_d;vitamina_e;alfa_tocoferolo;beta_tocoferolo;gamma_tocoferolo;delta_tocoferolo;vitamina_k;acidi_grassi_saturi;rapporto_polinsaturi_saturi;alanina;cistina;acido_aspartico;acido_glutammico;fenilalanina;glicina;istidina;isoleucina;lisina;leucina;metionina;prolina;arginina;serina;treonina;valina;triptofano;tirosina;indice_chimico;aminoacido_limitante;acido_caffeico;acido_citrico;acido_fitico;acido_malico;apigenina;attivita_antiossidante;kaempferolo;fitosteroli;frutto-oligosaccaridi;miricetina;polifenoli;quercetina;violaxantina
Latteria;Formaggi e latticini;colazione;456;30.7;36.4;1.4;1906;0.0;0;1.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;1057.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;327;3.0;68.0;40.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Mascarpone;Formaggi e latticini;cena,pranzo;455;7.6;47.0;0.3;1902;0.0;0;0.3;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;86;0;97;0;53.0;68.0;0;0;0.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;430;1.0;22.0;10.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Mozzarella di bufala;Formaggi e latticini;cena,pranzo;288;16.7;24.4;0.4;1205;0.0;0;0.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;195;0;0.0;210.0;0;0;0.2;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;164;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.24;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Mozzarella di bufala campana DOP;Formaggi e latticini;cena,pranzo;257;14.1;21.7;1.4;1075;52.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;211;15;0;0;12.0;367.0;0;0;0;0;4.0;221.0;11.2;0;0;0;0.0;0;0;0;0.0;0;203;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.28;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Mozzarella di vacca;Formaggi e latticini;cena,pranzo;253;18.7;19.5;0.7;1058;46.0;0;0.7;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;200;10;350;0;145.0;350.0;0;0;0.4;0;0.0;260.0;2.5;0;0;0;0.0;0;0;0;0.0;0;219;3.0;27.0;40.0;0;0;0.0;0.0;0;0;0;0.39;0;0;0;0;0;0;0;283.0;75.0;615.0;1604.0;439.0;176.0;246.0;257.0;642.0;749.0;305.0;882.0;294.0;481.0;289.0;337.0;96.0;471.0;86;Isoleucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Parmigiano Reggiano DOP;Formaggi e latticini;cena,pranzo;397;32.4;29.7;;1661;83.0;0;tr;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;600;43;691;0;102.0;1159.0;0;0;0.2;0;83.0;400.0;12.0;0;0;0;0.0;0;0;0;0.0;0;430;3.0;37.0;5.0;32;6;230.0;56.0;17;0;0;0.55;0;0;0;0;0;0;0.04;281.0;60.0;675.0;1800.0;481.0;209.0;275.0;382.0;734.0;860.0;307.0;1063.0;242.0;555.0;328.0;406.0;96.0;522.0;104;Valina;0;0;0;0;0;0;0;0;0;0;0;0;0
Caciottina mista;Formaggi e latticini;cena,pranzo;370;26.9;28.5;1.5;1547;0.0;0;1.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;300;0;0.0;360.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pecorino;Formaggi e latticini;cena,pranzo;404;28.8;32.0;0.2;1690;88.0;0;0.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1800;40;590;0;90.0;607.0;0;0;0.6;0;0.0;338.0;6.3;0;0;0;0.0;0;0;0;0.0;0;380;3.0;47.0;20.0;0;0;0.0;0.0;0;0;0;0.7;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Pecorino romano;Formaggi e latticini;cena,pranzo;409;26.0;33.1;1.8;1710;90.0;0;1.8;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1800;0;589;0;0.0;900.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;480;0.0;41.0;0.0;0;0;0.0;0.0;0;0;0;1.01;0;0;0;0;0;0;0;286.0;50.0;662.0;1923.0;490.0;173.0;242.0;516.0;767.0;991.0;298.0;1139.0;258.0;479.0;336.0;697.0;123.0;527.0;146;Treonina;0;0;0;0;0;0;0;0;0;0;0;0;0
Pecorino siciliano;Formaggi e latticini;cena,pranzo;427;28.9;33.6;2.4;1787;90.0;0;2.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;450;0;798;0;55.0;1162.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;573;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0.97;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Provolone;Formaggi e latticini;cena,pranzo;374;28.1;28.2;2.0;1564;73.0;0;2.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;860;40;521;0;139.0;720.0;740;0;0.5;0;0.0;416.0;13.1;0;0;0;0.0;0;0;0;0.0;0;390;2.0;22.0;60.0;0;0;0.0;0.0;0;0;0;0.52;0;0;0;0;0;0;0.05;296.0;48.0;644.0;2223.0;496.0;177.0;258.0;504.0;770.0;871.0;294.0;941.0;313.0;493.0;314.0;641.0;120.0;521.0;137;Treonina;0;0;0;0;0;0;0;0;0;0;0;0;0
Ricotta di bufala;Formaggi e latticini;cena,pranzo;212;10.5;17.3;3.7;885;0.0;0;3.7;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;380;0;0.0;340.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Ricotta di pecora;Formaggi e latticini;cena,pranzo;157;9.5;11.5;4.2;658;42.0;0;4.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;85;15;153;0;98.0;166.0;0;0;0.3;0;5.0;20.0;0;0;0;0;0.0;0;0;0;0.0;0;260;3.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.09;541.0;208.0;952.0;1794.0;393.0;192.0;202.0;509.0;857.0;1075.0;213.0;634.0;308.0;450.0;474.0;605.0;101.0;393.0;135;Istidina;0;0;0;0;0;0;0;0;0;0;0;0;0
Ricotta di vacca;Formaggi e latticini;cena,pranzo;146;8.8;10.9;3.5;613;57.0;0;3.5;0;0;0;0;0.0;0;0.0;35;0.0;0.0;0.0;0;0;78;17;237;0;119.0;295.0;0;0;0.4;0;2.0;50.0;3.9;0;0;0;0.0;0;0;0;0.0;0;128;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0.21;0;0;0;0;0;0;0.06;489.0;207.0;954.0;1853.0;401.0;206.0;210.0;530.0;902.0;1133.0;231.0;612.0;316.0;473.0;466.0;604.0;100.0;376.0;140;Istidina;0;0;0;0;0;0;0;0;0;0;0;0;0
Robiola;Formaggi e latticini;cena,pranzo;338;20.0;27.7;2.3;1414;0.0;0;2.3;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Scamorza;Formaggi e latticini;cena,pranzo;334;25.0;25.6;0.1;1398;0.0;0;1.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;299;0;0.0;512.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;352;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;0.48;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Stracchino;Formaggi e latticini;cena,pranzo;300;18.5;25.1;;1255;0.0;0;tr;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;374;0;0.0;567.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Taleggio;Formaggi e latticini;cena,pranzo;315;19.0;26.2;0.9;1319;0.0;0;0.9;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;873;0;328;0;89.0;433.0;0;0;0.1;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;482;0.0;22.0;0.0;0;0;0.0;0.0;0;0;0;0.62;0;0;0;0;0;0;0;284.0;46.0;655.0;2185.0;474.0;197.0;282.0;503.0;749.0;889.0;298.0;917.0;351.0;471.0;333.0;625.0;121.0;519.0;145;Treonina;0;0;0;0;0;0;0;0;0;0;0;0;0
Fiocchi di formaggio magro;Formaggi e latticini;cena,pranzo;115;9.7;7.1;3.2;480;0.0;0;3.2;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;290;0;75;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;1.0;40.0;12.0;0;0;0.0;0.0;0;0;0;tr;0;0;0;0;0;0;0;302.0;87.0;722.0;1660.0;514.0;200.0;319.0;503.0;759.0;1008.0;249.0;825.0;359.0;535.0;409.0;662.0;0.0;502.0;153;Solforati;0;0;0;0;0;0;0;0;0;0;0;0;0
Formaggio cremoso spalmabile, light;Formaggi e latticini;cena,pranzo;179;9.2;14.5;3.1;749;42.0;0;3.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;224;0.0;0.0;0.0;0;0;0.0;0.0;0;tr;0;tr;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di anatra, intero;Uova;cena,pranzo;190;12.2;15.4;0.7;795;0.0;0;0.7;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;122;0;195;0;129.0;57.0;0;0;2.8;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;360;15.0;30.0;10.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di gallina, intero;Uova;cena,pranzo;128;12.4;8.7;;535;358.0;0;tr;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;137;13;210;0;133.0;48.0;0;0;1.5;0;6.0;120.0;5.8;0;0;0;0.0;0;0;0;0.0;0;225;9.0;30.0;10.0;0;0;0.0;51.0;0;0;0;0;0;0;0;0;0;0;0.40;580.0;261.0;975.0;1216.0;534.0;335.0;240.0;530.0;710.0;840.0;353.0;400.0;618.0;679.0;503.0;663.0;159.0;406.0;142;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di gallina, intero, congelato;Uova;cena,pranzo;128;12.4;8.7;;535;358.0;0;tr;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.40;580.0;261.0;975.0;1216.0;534.0;335.0;240.0;530.0;710.0;840.0;353.0;400.0;618.0;679.0;503.0;663.0;159.0;406.0;142;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di gallina, intero, in polvere;Uova;cena,pranzo;537;51.9;36.4;0.4;2246;1600.0;0;0.4;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;573;0;879;0;556.0;201.0;0;0;6.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;942;38.0;126.0;42.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di gallina, albume;Uova;cena,pranzo;43;10.7;tr;;180;0.0;0;tr;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;179;12;15;0;135.0;7.0;0;0;0.1;0;4.0;26.0;3.2;0;0;0;0.0;0;0;0;0.0;0;0;2.0;27.0;10.0;0;0;0.0;8.0;0;0;0;0;0;0;0;0;0;0;1.00;616.0;292.0;991.0;1242.0;585.0;347.0;220.0;535.0;678.0;806.0;394.0;390.0;564.0;656.0;467.0;684.0;160.0;419.0;137;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di gallina, tuorlo;Uova;cena,pranzo;325;15.8;29.1;;1360;1232.0;0;tr;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;43;14;586;0;90.0;116.0;0;0;4.9;0;16.0;214.0;9.6;0;0;0;0.0;0;0;0;0.0;0;640;27.0;35.0;10.0;0;0;0.0;149.0;0;0;0;0;0;0;0;0;0;0;0.47;555.0;208.0;964.0;1193.0;447.0;310.0;249.0;533.0;791.0;852.0;267.0;434.0;698.0;748.0;523.0;629.0;150.0;424.0;144;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di gallina, tuorlo, congelato;Uova;cena,pranzo;325;15.8;29.1;;1360;1270.0;0;tr;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.47;555.0;208.0;964.0;1193.0;447.0;310.0;249.0;533.0;791.0;852.0;267.0;434.0;698.0;748.0;523.0;629.0;150.0;424.0;144;Leucina;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di gallina, tuorlo, in polvere;Uova;cena,pranzo;642;31.2;57.5;0.2;2688;2800.0;0;0.02;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di oca, intero;Uova;cena,pranzo;189;13.8;14.4;1.0;789;0.0;0;1.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;200;0;0.0;52.0;0;0;2.6;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;330;10.0;30.0;10.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Uova di tacchina, intero;Uova;cena,pranzo;147;12.8;10.2;1.0;614;0.0;0;1.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;200;0;0.0;50.0;0;0;2.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;225;15.0;30.0;10.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Burro;Oli e grassi;cena,pranzo;758;0.8;83.4;1.1;3171;250.0;0;1.1;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;7;0;16;0;15.0;25.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;930;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;2.40;0;0;0;0;0;0;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Lardo;Oli e grassi;cena,pranzo;891;0.0;99.0;0.0;3728;95.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;2;0;0;0;1.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;tr;0;0;0;0;0;0;0.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Sego di bue;Oli e grassi;cena,pranzo;872;0.8;96.5;0.0;3647;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;7;0;0.0;0.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;224;0.0;0.0;0.0;0;0;0.0;0.0;0;1;0;tr;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Strutto o sugna;Oli e grassi;cena,pranzo;892;0.3;99.0;0.0;3733;0.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Olio di fegato di merluzzo;Oli e grassi;cena,pranzo;899;0.0;99.9;0.0;3762;570.0;0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;tr;0;0;0;;0.0;0;0;tr;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;18000;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;19.80;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Zucchero, saccarosio;Dolci;spuntino;392;0.0;0;104.5;1640;0.0;0;104.5;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;1;0;0;0;2.0;1.0;0;0;0.3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Caramelle dure;Dolci;spuntino;344;;0;91.6;1437;0.0;0;91.6;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
"Caramelle tipo ""mou""";Dolci;spuntino;430;2.1;17.2;71.1;1798;0.0;1;70.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;320;0;64;0;210.0;95.0;0;0;1.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Lenti colorate ripiene di cioccolato;Dolci;spuntino;456;5.4;17.5;73.9;1909;0.0;2.8;70.8;0;tr;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;58;0;160;0;270.0;150.0;0;0;1.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;28;8.0;79.0;30.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Gomme da masticare, lastrine e confetti;Dolci;spuntino;262;0.0;0;70.0;1098;0.0;0;70.0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Torrone alla mandorla;Dolci;spuntino;483;10.8;26.8;52.0;2022;0.0;tr;52.0;0;1.9;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.0;80.0;0;0;3.5;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cioccolato, al latte;Dolci;colazione,spuntino;552;7.3;36.3;50.5;2308;10.0;tr;50.5;0;3.2;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;120;0;207;0;420.0;262.0;0;0;3;0;0.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;25;9.0;39.0;60.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cioccolato, fondente;Dolci;spuntino;531;6.6;33.6;49.7;2222;0.0;tr;49.7;0;8;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;11;0;186;0;300.0;51.0;0;0;5;0;95.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;9;7.0;7.0;60.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;14.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
Cioccolato, al latte con nocciole;Dolci;colazione,spuntino;553;7.2;36.9;48.6;2313;9.0;tr;48.6;0;4.8;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0;0;0;162;0;0.0;42.0;0;0;1.9;0;37.0;0.0;0;0;0;0;0.0;0;0;0;0.0;0;0;26.0;26.0;200.0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0.10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
